UNITID,SECTOR
459301,Private for-profits
131061,Private for-profits
450298,Private for-profits
130989,Private not-for-profit four-years
131098,Private not-for-profit four-years
131113,Private not-for-profit four-years
130934,Public four-years
130943,Public four-years
131830,Other private not-for-profits
439473,Private for-profits
420370,Private for-profits
131803,Private for-profits
459994,Private for-profits
444893,Private for-profits
450483,Private for-profits
384412,Private for-profits
131159,Private not-for-profit four-years
131283,Private not-for-profit four-years
131450,Private not-for-profit four-years
131469,Private not-for-profit four-years
131496,Private not-for-profit four-years
131520,Private not-for-profit four-years
455804,Private not-for-profit four-years
131405,Private not-for-profit four-years
455813,Private not-for-profit four-years
459745,Private not-for-profit four-years
131876,Private not-for-profit four-years
131973,Private not-for-profit four-years
131399,Public four-years
363721,Public four-years
243638,Community Colleges
132709,Community Colleges
133021,Community Colleges
132851,Community Colleges
133386,Community Colleges
132693,Community Colleges
135160,Community Colleges
133960,Community Colleges
133508,Community Colleges
133702,Community Colleges
134343,Community Colleges
134495,Community Colleges
134608,Community Colleges
135188,Community Colleges
135717,Community Colleges
136145,Community Colleges
136233,Community Colleges
136358,Community Colleges
136400,Community Colleges
136473,Community Colleges
136516,Community Colleges
137281,Community Colleges
137096,Community Colleges
137209,Community Colleges
137315,Community Colleges
137078,Community Colleges
135391,Community Colleges
137759,Community Colleges
138187,Community Colleges
412173,Other private not-for-profits
383172,Other private not-for-profits
417327,Other private not-for-profits
475477,Other private not-for-profits
489326,Other private not-for-profits
457350,Other private not-for-profits
439686,Other private not-for-profits
449506,Other private not-for-profits
372718,Other private not-for-profits
362700,Other private not-for-profits
487311,Other private not-for-profits
441371,Other private not-for-profits
450173,Other private not-for-profits
132268,Other private not-for-profits
485342,"Other public two-years, less-than-two-years"
132374,"Other public two-years, less-than-two-years"
137856,"Other public two-years, less-than-two-years"
132675,"Other public two-years, less-than-two-years"
367875,"Other public two-years, less-than-two-years"
431558,"Other public two-years, less-than-two-years"
132976,"Other public two-years, less-than-two-years"
461306,"Other public two-years, less-than-two-years"
457378,"Other public two-years, less-than-two-years"
369419,"Other public two-years, less-than-two-years"
137023,"Other public two-years, less-than-two-years"
461245,"Other public two-years, less-than-two-years"
138284,"Other public two-years, less-than-two-years"
135267,"Other public two-years, less-than-two-years"
485351,"Other public two-years, less-than-two-years"
459329,"Other public two-years, less-than-two-years"
490090,"Other public two-years, less-than-two-years"
134291,"Other public two-years, less-than-two-years"
134307,"Other public two-years, less-than-two-years"
457387,"Other public two-years, less-than-two-years"
135179,"Other public two-years, less-than-two-years"
135294,"Other public two-years, less-than-two-years"
135276,"Other public two-years, less-than-two-years"
133155,"Other public two-years, less-than-two-years"
441414,"Other public two-years, less-than-two-years"
135407,"Other public two-years, less-than-two-years"
419226,"Other public two-years, less-than-two-years"
135647,"Other public two-years, less-than-two-years"
433068,"Other public two-years, less-than-two-years"
135735,"Other public two-years, less-than-two-years"
136303,"Other public two-years, less-than-two-years"
138372,"Other public two-years, less-than-two-years"
138488,"Other public two-years, less-than-two-years"
136491,"Other public two-years, less-than-two-years"
137087,"Other public two-years, less-than-two-years"
136659,"Other public two-years, less-than-two-years"
136765,"Other public two-years, less-than-two-years"
137713,"Other public two-years, less-than-two-years"
136826,"Other public two-years, less-than-two-years"
486150,"Other public two-years, less-than-two-years"
137245,"Other public two-years, less-than-two-years"
488891,"Other public two-years, less-than-two-years"
137120,"Other public two-years, less-than-two-years"
427991,"Other public two-years, less-than-two-years"
137865,"Other public two-years, less-than-two-years"
135522,"Other public two-years, less-than-two-years"
138479,"Other public two-years, less-than-two-years"
138497,"Other public two-years, less-than-two-years"
451097,Private for-profits
372462,Private for-profits
439969,Private for-profits
444334,Private for-profits
134811,Private for-profits
476771,Private for-profits
457396,Private for-profits
487630,Private for-profits
444370,Private for-profits
490391,Private for-profits
461005,Private for-profits
447883,Private for-profits
443234,Private for-profits
475714,Private for-profits
137148,Private for-profits
428268,Private for-profits
460701,Private for-profits
378886,Private for-profits
391546,Private for-profits
446127,Private for-profits
485768,Private for-profits
451149,Private for-profits
451158,Private for-profits
457411,Private for-profits
447847,Private for-profits
460969,Private for-profits
484039,Private for-profits
468732,Private for-profits
419660,Private for-profits
456861,Private for-profits
135771,Private for-profits
450182,Private for-profits
137591,Private for-profits
481483,Private for-profits
489238,Private for-profits
447290,Private for-profits
454865,Private for-profits
446109,Private for-profits
447874,Private for-profits
454917,Private for-profits
488226,Private for-profits
457129,Private for-profits
